,review_index,date,review,rating,status,length,label,language,scores,compound,sentiment
10318,6828,2020-08-21,very good experience,5,completer,20,pos,en,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,pos
10319,6829,2020-08-21,"great course, couldn't keep my laptop down! Really interactive and interesting.",5,completer,79,pos,en,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.8103}",0.8103,pos
10320,6830,2020-08-21,very niceï¼,5,completer,11,pos,cs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10321,6831,2020-08-21,The way of teaching and explaining was really nice.,5,completer,51,pos,en,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.4754}",0.4754,pos
10322,6832,2020-08-21,"very good course taught me something I thought I will never learn thanks a lot and it was a little bit challenging at the beginning, and I tried till I succeed thanks a lot ",5,completer,173,pos,en,"{'neg': 0.139, 'neu': 0.637, 'pos': 0.223, 'compound': 0.4409}",0.4409,pos
10323,6833,2020-08-21,Excellent Course..!!!!,5,completer,22,pos,fr,"{'neg': 0.0, 'neu': 0.17, 'pos': 0.83, 'compound': 0.7067}",0.7067,pos
10324,6834,2020-08-21,A perfect course for getting started with  Python,5,completer,49,pos,en,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,pos
10325,6835,2020-08-21,This course is hell lots of fun and interesting.,5,completer,48,pos,en,"{'neg': 0.277, 'neu': 0.361, 'pos': 0.361, 'compound': 0.1027}",0.1027,pos
10326,6835,2020-08-21,And the tutor makes it even more enjoyable to learn.,5,completer,52,pos,en,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4927}",0.4927,pos
10327,6835,2020-08-21,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10328,6836,2020-08-21,Awesome,5,completer,7,pos,af,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,pos
10329,6837,2020-08-21,good for online learning,4,completer,24,pos,en,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,pos
10330,6838,2020-08-21,excellent teaching,5,completer,18,pos,en,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
10331,6839,2020-08-21,Great Instructor ,5,completer,17,pos,ro,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
10332,6840,2020-08-21,wonderful started programming course with python with best tutor thank you  ,5,completer,76,pos,en,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.886}",0.886,pos
10333,6841,2020-08-21,"great experience, thank you coursera",5,completer,36,pos,en,"{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.765}",0.765,pos
10334,6842,2020-08-21,good course for absolute begginers,5,completer,34,pos,en,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,pos
10335,6843,2020-08-21,I had learned many concepts.The course was really helpful ,5,completer,58,pos,en,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.4754}",0.4754,pos
10336,6844,2020-08-21,This course is very useful for everyone because here we learn the basis of python .,5,completer,83,pos,en,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4927}",0.4927,pos
10337,6844,2020-08-21,"Also, the way of teaching is excellent .",5,completer,40,pos,en,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,pos
10338,6844,2020-08-21,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10339,6845,2020-08-21,Dr. Chuck is an organized man in teaching a subject.,5,completer,52,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10340,6845,2020-08-21,"in addition, I didn't feel bored with him.",5,completer,42,pos,en,"{'neg': 0.0, 'neu': 0.768, 'pos': 0.232, 'compound': 0.2057}",0.2057,pos
10341,6846,2020-08-21,Excellent and very complete Course,5,completer,34,pos,en,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.5719,pos
10342,6847,2020-08-20,"This is a great course, the professor is passionate about Python which makes it easier to learn complex problems.",5,dropout,113,pos,en,"{'neg': 0.1, 'neu': 0.519, 'pos': 0.381, 'compound': 0.8225}",0.8225,pos
10343,6847,2020-08-20, ,5,dropout,1,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10344,6848,2020-08-20,it was very good,5,completer,16,pos,af,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",0.4927,pos
10345,6849,2020-08-20,good ,5,completer,5,pos,so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10346,6850,2020-08-20,very very good,5,completer,14,pos,af,"{'neg': 0.0, 'neu': 0.366, 'pos': 0.634, 'compound': 0.5379}",0.5379,pos
10347,6851,2020-08-20,a good start for beginners.,5,completer,27,pos,en,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,pos
10348,6852,2020-08-20,Best Python Course Ever,5,completer,23,pos,en,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,pos
10349,6853,2020-08-20,teaching is very effective.thank you COURSERA,5,completer,45,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10350,6854,2020-08-20,one of the best courses for python,5,completer,34,pos,en,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,pos
10351,6855,2020-08-20,nice course to learn python from scratch ,5,completer,41,pos,en,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.4215,pos
10352,6856,2020-08-20,great!!!,5,completer,8,pos,ro,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7163}",0.7163,pos
10353,6857,2020-08-20,NICE COURSE,4,completer,11,pos,vi,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
10354,6858,2020-08-20,"I completed this course, spending 4 hours a week on it and found the course difficulty to be medium.",5,completer,100,pos,en,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.34}",-0.34,neg
10355,6858,2020-08-20,This course was helpful for me to gain interest in python and coding too.,5,completer,73,pos,en,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.8481}",0.8481,pos
10356,6858,2020-08-20,This course is giving a deep knowledge about how to work with python and coding in the world of IT.,5,completer,99,pos,en,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.34}",0.34,pos
10357,6858,2020-08-20,I loved this course.,5,completer,20,pos,en,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994,pos
10358,6859,2020-08-20,Gave me all the basic knowledge on python that i needed.,5,completer,56,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10359,6859,2020-08-20,PS: I already had idea of C++ so was easier to relate,5,completer,53,pos,en,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.4728}",0.4728,pos
10360,6860,2020-08-20,Awesome technique to explain by prof charles and really interesting course too...,5,completer,81,pos,en,"{'neg': 0.0, 'neu': 0.585, 'pos': 0.415, 'compound': 0.796}",0.796,pos
10361,6861,2020-08-20,It is very good for beginners.Very easy to learn basic of python programming.Very good teaching.,5,completer,96,pos,en,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.8514}",0.8514,pos
10362,6862,2020-08-20,Excelente curso introductorio a Python,5,completer,38,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10363,6863,2020-08-20,AMAZING COURSE,5,completer,14,pos,en,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,pos
10364,6864,2020-08-20,Good,5,completer,4,pos,so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
10365,6865,2020-08-20,"Excellent teaching with great real time, understandable examples!",5,completer,65,pos,en,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.8439}",0.8439,pos
10366,6866,2020-08-20,"Awesome learning experience from such a great teacher, I wish I had him in my college for teaching.Happy learning ahead!",5,completer,120,pos,en,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.9041}",0.9041,pos
10367,6867,2020-08-20,"It was a very informative ,fun course and was very easy to understand.",5,completer,70,pos,en,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.7764}",0.7764,pos
10368,6868,2020-08-20,A really good breakdown of things and an easy to follow 'control-flow' ;),5,completer,73,pos,en,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.7902}",0.7902,pos
10369,6869,2020-08-20,Dr. Severance is a great instructor.,5,completer,36,pos,en,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,pos
10370,6869,2020-08-20, Watching the lecture videos was key to understanding the material.,5,completer,67,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10371,6870,2020-08-20,sharp,5,completer,5,pos,sq,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10372,6871,2020-08-20,Very good instructor.,5,completer,21,pos,en,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,pos
10373,6871,2020-08-20,Good assignment problems.,5,completer,25,pos,en,"{'neg': 0.409, 'neu': 0.152, 'pos': 0.439, 'compound': 0.0516}",0.0516,pos
10374,6872,2020-08-20,Very good first intro class for Python!,5,completer,39,pos,en,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.54}",0.54,pos
10375,6873,2020-08-20,Good overview.,3,completer,14,neu,en,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
10376,6873,2020-08-20,"Could add more material, explore more data types (lists, dicts), and make quiz and coding assignments a bit more challenging.",3,completer,125,neu,en,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2247}",0.2247,pos
10377,6874,2020-08-20,Too much of unwanted explanation and unnecessary jokes.,2,completer,55,neg,en,"{'neg': 0.192, 'neu': 0.606, 'pos': 0.202, 'compound': 0.0258}",0.0258,pos
10378,6874,2020-08-20,The course could've been shorter.,2,completer,33,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10379,6874,2020-08-20,The initial two weeks were an absolute waste of time.,2,completer,53,neg,en,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",-0.4215,neg
10380,6874,2020-08-20,"I wanted to learn Python programming, not CPU, ALU, and their functions.",2,completer,72,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10381,6874,2020-08-20,Experiences and interviews could've been set to be optional.,2,completer,60,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10382,6874,2020-08-20,"For a suggestion, there's a 4-hr long video by Free Code Camp on youtube, with no ads.",2,completer,86,neg,en,"{'neg': 0.119, 'neu': 0.703, 'pos': 0.178, 'compound': 0.2732}",0.2732,pos
10383,6874,2020-08-20,You could learn from that and chop off some unwanted stuff from this course.,2,completer,76,neg,en,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.2263}",-0.2263,neg
10384,6874,2020-08-20,I gave 2 stars and not one cuz the activities were good which made me feel confident about my programming skills.,2,completer,113,neg,en,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.7269}",0.7269,pos
10385,6874,2020-08-20,Thank you :) Hope you take my feedback seriously and implement the changes suggested.,2,completer,85,neg,en,"{'neg': 0.085, 'neu': 0.498, 'pos': 0.418, 'compound': 0.7717}",0.7717,pos
10386,6874,2020-08-20,:),2,completer,2,neg,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,pos
10387,6875,2020-08-20,"Nice Course, Help in learning basics, It took me one day to complete this course",5,completer,80,pos,en,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.6705}",0.6705,pos
10388,6876,2020-08-20,nice,5,completer,4,pos,pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
10389,6877,2020-08-20,Excellent,5,completer,9,pos,ca,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,pos
10390,6878,2020-08-20,Super good course!! Definitely for the beginners.The instructor is very experienced to learn from.,5,completer,98,pos,en,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.8774}",0.8774,pos
10391,6879,2020-08-20,The course was well designed and fabricated in learner friendly manner.,5,completer,71,pos,en,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.6486}",0.6486,pos
10392,6880,2020-08-20,Thank you for this course.,5,completer,26,pos,en,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,pos
10393,6881,2020-08-20,Had a good time learning python :),5,completer,34,pos,en,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.7096}",0.7096,pos
10394,6882,2020-08-20,The course was very helpfull I really enjoyed it,5,completer,48,pos,en,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5936}",0.5936,pos
10395,6883,2020-08-20,"beautiful course for a startup guy like me, with out any prior knowledge u can easily complete this course ",5,completer,107,pos,en,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.8316}",0.8316,pos
10396,6884,2020-08-20,Awesome Course!,5,completer,15,pos,en,"{'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.6588}",0.6588,pos
10397,6885,2020-08-20,I have so much from this course.,5,completer,32,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10398,6885,2020-08-20,Highly recommanded.,5,completer,19,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10399,6886,2020-08-20,very niceï¼,5,completer,11,pos,cs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10400,6887,2020-08-20,its good and teacher is really good,5,completer,35,pos,en,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}",0.7003,pos
10401,6888,2020-08-20,print('Fantastische cursus!'),5,completer,29,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10402,6889,2020-08-20,How can I move to next course of this specialization?I have completed the first and now I want to move on to the next,4,completer,117,pos,en,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.0772}",0.0772,pos
10403,6890,2020-08-20,I love teachings.....,5,completer,21,pos,en,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,pos
10404,6890,2020-08-20,I get every of his point,5,completer,24,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10405,6891,2020-08-20,Charles  Severance does an awesome job of explaining things and is a very good teacher.,5,completer,87,pos,en,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.807}",0.807,pos
10406,6891,2020-08-20,This is a very good course.,5,completer,27,pos,en,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",0.4927,pos
10407,6891,2020-08-20,Some parts do not make sense at first but if you keep at it everything comes together and clicks.,5,completer,97,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10408,6891,2020-08-20,Thank you!,5,completer,10,pos,en,"{'neg': 0.0, 'neu': 0.264, 'pos': 0.736, 'compound': 0.4199}",0.4199,pos
10409,6892,2020-08-20,Itâ,4,completer,3,pos,vi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10410,6893,2020-08-20,this course exceed expectations,5,completer,31,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10411,6894,2020-08-20,This course was really helpful towards my understanding of coding.,5,completer,66,pos,en,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4754}",0.4754,pos
10412,6894,2020-08-20,Love the class.,5,completer,15,pos,en,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,pos
10413,6895,2020-08-20,easy and fun,5,completer,12,pos,en,"{'neg': 0.0, 'neu': 0.139, 'pos': 0.861, 'compound': 0.7351}",0.7351,pos
10414,6896,2020-08-20,really useful and well-structured course,5,completer,40,pos,en,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",0.4927,pos
10415,6897,2020-08-20,Great course,5,completer,12,pos,en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
10416,6898,2020-08-20,Perfectly amazing and very helpful.,5,completer,35,pos,en,"{'neg': 0.0, 'neu': 0.153, 'pos': 0.847, 'compound': 0.902}",0.902,pos
10417,6898,2020-08-20,Thank you!,5,completer,10,pos,en,"{'neg': 0.0, 'neu': 0.264, 'pos': 0.736, 'compound': 0.4199}",0.4199,pos
10418,6899,2020-08-20,"This Course is highly recommended for the beginner who wants to learn programming language, specially Python.",5,completer,109,pos,en,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.2716}",0.2716,pos
10419,6899,2020-08-20,"If anyone is delegated, it will take only 1.5 or 2 weeks to complete.",5,completer,69,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10420,6899,2020-08-20,"I specially want to mention the Instructor Dr. Chuck, he is from School of Information, University of Michigan and knows how to teach a beginner level students who don't know anything about programming.",5,completer,202,pos,en,"{'neg': 0.0, 'neu': 0.958, 'pos': 0.042, 'compound': 0.0772}",0.0772,pos
10421,6899,2020-08-20,"Moreover, I want to mention another thing that this course is just part 1 and covered chapters 1-5 of the textbook â",5,completer,116,pos,en,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.0772}",0.0772,pos
10422,6900,2020-08-20,Excellent course.,5,completer,17,pos,en,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
10423,6900,2020-08-20,Thoroughly explained the flow of each and every program,5,completer,55,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10424,6901,2020-08-20,this section was very useful and the way of presentation by the tutor was in the simplest way .i thoroughly enjoyed it.,5,completer,119,pos,en,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.7774}",0.7774,pos
10425,6902,2020-08-20,Basics were explained in an easy imbibing fashion!,5,completer,50,pos,en,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.4926}",0.4926,pos
10426,6903,2020-08-20,good course with excellent knowledge,5,completer,36,pos,en,"{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.765}",0.765,pos
10427,6904,2020-08-20,Excellent breakdown and simple to follow the lectures.,5,completer,54,pos,en,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",0.5719,pos
10428,6905,2020-08-20,Taught very well.,5,completer,17,pos,en,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.3384}",0.3384,pos
10429,6905,2020-08-20,Prof Severance takes it slow and explains everything in a way that makes you believe you really understand everything.,5,completer,118,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10430,6906,2020-08-20,One of the best course to ,5,completer,26,pos,en,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,pos
10431,6907,2020-08-20,very nicely conducted and beneficial,5,completer,36,pos,en,"{'neg': 0.0, 'neu': 0.33, 'pos': 0.67, 'compound': 0.7264}",0.7264,pos
10432,6908,2020-08-20,excellant teaching,5,completer,18,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10433,6909,2020-08-20,it was realy usefull for me  ,5,completer,29,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10434,6910,2020-08-20,It is very helpful for a beginner for learning python programming language ,5,completer,75,pos,en,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.4754}",0.4754,pos
10435,6911,2020-08-20,very helpful,4,completer,12,pos,en,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4754}",0.4754,pos
10436,6912,2020-08-20,"instruction is too good i  handling python,which makes me learn more and and more,i personally thanking dr.Chunck for this excenlent class,and coursea",5,completer,150,pos,en,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}",0.4404,pos
10437,6913,2020-08-20,"Interesting way of teaching, I liked it!",5,completer,40,pos,en,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.6996}",0.6996,pos
10438,6914,2020-08-20,Thank you Dr. Severance and Coursera for enabling student like me to pursue such a high quality teaching.,5,completer,105,pos,en,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.6124}",0.6124,pos
10439,6915,2020-08-20,like learning it,5,completer,16,pos,no,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,pos
10440,6916,2020-08-20,very good,5,completer,9,pos,af,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
10441,6917,2020-08-19,its not letting me unenroll :l,1,dropout,30,neg,no,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}",-0.4019,neg
10442,6918,2020-08-19,Charlesseverenceisareallyfunteacher.,5,completer,36,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10443,6919,2020-08-19,"Awesome explanation from Dr Charles although I did feel like the exercises were more complex than the examples given, my feeling is that it wouldn't hurt to just do examples as complicated as the exercises , other than that, it was all amazing!",5,completer,244,pos,en,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.9321}",0.9321,pos
10444,6920,2020-08-19,one of the my best,5,completer,18,pos,en,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,pos
10445,6921,2020-08-19,If I were to compare the quality of this class to something I would say that this class is like a Chess class that spends 30 minutes explaining how pawns work and then asks you to move Knight to C3.,1,completer,198,neg,en,"{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.3612}",0.3612,pos
10446,6921,2020-08-19,"""Wait, what piece is the Knight?",1,completer,32,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10447,6921,2020-08-19,How does the Knight move again?,1,completer,31,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10448,6921,2020-08-19,What's C3?,1,completer,10,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10449,6921,2020-08-19,"Help!""  That's basically what you will get out of this course.This class is not a good choice for someone starting from the ground up.",1,completer,134,neg,en,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4015}",-0.4015,neg
10450,6921,2020-08-19,"It's no so much that it doesn't cover entry-level concepts, rather it fails to elaborate on these concepts.",1,completer,107,neg,en,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.6124}",-0.6124,neg
10451,6921,2020-08-19,"The feedback from the quizzes doesn't point you in the direction where you can learn from your mistakes.Likewise the assignments are often two steps ahead of the video, meaning that when error messages pop up in the auto-grader there is no way to figure out where you can learn what you did wrong.",1,completer,297,neg,en,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.7906}",-0.7906,neg
10452,6921,2020-08-19,"the videos will cover steps a, b, and c but the assignments expect you to know steps d, e, and f.",1,completer,97,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10453,6921,2020-08-19,This leaves students to discuss the answers in the forums or on other sites which I understand is frowned upon.,1,completer,111,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10454,6921,2020-08-19,"However for ""green as grass"" students this is the only way to get anything done.",1,completer,80,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10455,6921,2020-08-19,"And when students try to explain how the code actually works to each other their threads get locked down, only cryptic and vague responses to issues will remain.",1,completer,161,neg,en,"{'neg': 0.049, 'neu': 0.951, 'pos': 0.0, 'compound': -0.1027}",-0.1027,neg
10456,6921,2020-08-19," That is abysmal.When I seem to get more help from other students in the comments than from the moderators in the forum, that is an issue.",1,completer,138,neg,en,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.4576}",0.4576,pos
10457,6921,2020-08-19,"And lets talk about the moderator, there is only one.",1,completer,53,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10458,6921,2020-08-19,One for how many students?,1,completer,26,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10459,6921,2020-08-19,One for how many questions?,1,completer,27,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10460,6921,2020-08-19,Even if there was just 5 more people answering in the forums it would greatly improve the quality of this class.,1,completer,112,neg,en,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4927}",0.4927,pos
10461,6921,2020-08-19,And those moderators should do more than just refer students back to the book which often provides insufficient information to tackle a problem.,1,completer,144,neg,en,"{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.4019}",-0.4019,neg
10462,6921,2020-08-19,This class needs to be reviewed extensively.,1,completer,44,neg,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
10463,6921,2020-08-19, I wouldn't recommend this course to anyone fresh that wants to try to learn code.,1,completer,82,neg,en,"{'neg': 0.129, 'neu': 0.731, 'pos': 0.14, 'compound': 0.049}",0.049,pos
10464,6922,2020-08-19,Amazing course.,5,completer,15,pos,en,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,pos
10465,6922,2020-08-19,Excellent instructor.,5,completer,21,pos,en,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
